Date,Open,High,Low,Close,Adj Close,Volume
2023-03-08,140.320007,142.529999,140.320007,142.080002,142.080002,2193800
2023-03-09,142.039993,144.029999,136.516006,137.360001,137.360001,3092600
2023-03-10,137.059998,141.550003,135.591995,138.289993,138.289993,3886300
2023-03-13,138.490005,148.940002,138.059998,147.899994,147.899994,5681300
2023-03-14,148.979996,154.880005,148.050003,151.279999,151.279999,3952600
2023-03-15,148.880005,151.190002,147.610001,149.600006,149.600006,2740000
2023-03-16,149.669998,152.852005,147.970001,151.779999,151.779999,2654300
2023-03-17,151.919998,154.479996,149.100006,150.020004,150.020004,5997400
2023-03-20,150.009995,156.570007,148.660004,154.520004,154.520004,3263800
2023-03-21,154.539993,155.699997,151.820007,152.100006,152.100006,3010600
2023-03-22,153.309998,153.679993,148.070007,148.179993,148.179993,2820600
2023-03-23,149.919998,153.759995,146.899994,149.419998,149.419998,2708700
2023-03-24,149.740005,152.570007,148.970001,150.880005,150.880005,1988400
2023-03-27,149.800003,150.380005,145.360001,148.350006,148.350006,2641400
2023-03-28,147.979996,149.660004,146.179993,146.919998,146.919998,1992800
2023-03-29,149.000000,150.089996,147.554993,148.800003,148.800003,1902400
2023-03-30,150.199997,151.250000,146.595001,147.440002,147.440002,2209600
2023-03-31,148.520004,154.979996,147.889999,153.580002,153.580002,3784600
2023-04-03,153.500000,159.990005,153.500000,159.479996,159.479996,3972400
2023-04-04,159.210007,159.679993,156.029999,156.520004,156.520004,2308700
2023-04-05,155.789993,156.869995,152.248993,154.610001,154.610001,2278800
2023-04-06,155.000000,159.070007,153.490005,158.270004,158.270004,2618700
2023-04-10,160.000000,161.190002,154.445007,160.149994,160.149994,2726100
2023-04-11,152.429993,156.779999,149.320007,155.250000,155.250000,6591100
2023-04-12,156.350006,159.050003,154.619995,155.559998,155.559998,2964900
2023-04-13,156.610001,162.100006,155.320007,160.529999,160.529999,2911500
2023-04-14,159.949997,163.240005,155.350006,157.100006,157.100006,2661700
2023-04-17,156.600006,156.750000,143.205994,143.970001,143.970001,11560400
2023-04-18,144.000000,144.929993,141.009995,142.630005,142.630005,4405500
2023-04-19,141.570007,144.059998,141.250000,142.820007,142.820007,2820200
2023-04-20,141.399994,144.429993,140.440002,141.139999,141.139999,3144000
2023-04-21,141.009995,142.820007,138.550003,140.850006,140.850006,3128200
2023-04-24,140.869995,141.199997,136.050003,138.139999,138.139999,3502900
2023-04-25,138.130005,139.619995,134.699997,134.899994,134.899994,3276400
2023-04-26,134.809998,135.970001,129.880005,130.720001,130.720001,3575100
2023-04-27,130.889999,132.270004,129.649994,130.070007,130.070007,3097600
2023-04-28,130.039993,133.259995,129.020004,132.889999,132.889999,3023400
2023-05-01,132.000000,134.529999,130.710007,133.399994,133.399994,2748500
2023-05-02,133.509995,135.559998,130.539993,131.399994,131.399994,3247600
2023-05-03,130.520004,132.880005,129.850006,130.139999,130.139999,3322100
2023-05-04,133.929993,138.220001,129.750000,134.330002,134.330002,5504800
2023-05-05,134.649994,138.179993,132.139999,137.039993,137.039993,3376500
2023-05-08,136.240005,137.130005,131.199997,131.750000,131.750000,3990700
2023-05-09,131.479996,133.880005,130.910004,133.770004,133.770004,2560400
2023-05-10,134.559998,135.330002,130.369995,130.830002,130.830002,2842800
2023-05-11,130.970001,131.399994,126.550003,128.410004,128.410004,2868700
2023-05-12,128.500000,131.059998,128.050003,129.300003,129.300003,1894500
2023-05-15,128.699997,130.750000,126.498001,130.259995,130.259995,2279300
2023-05-16,129.369995,129.500000,124.250000,125.110001,125.110001,3686600
2023-05-17,124.250000,126.989998,122.559998,125.570000,125.570000,2574400
2023-05-18,125.919998,126.010002,122.989998,125.330002,125.330002,3008900
2023-05-19,126.180000,126.879997,124.580002,126.239998,126.239998,2599100
2023-05-22,126.250000,127.830002,125.690002,126.739998,126.739998,1682900
2023-05-23,126.489998,139.910004,125.599998,137.750000,137.750000,7730500
2023-05-24,141.190002,142.789993,130.339996,131.589996,131.589996,5320900
2023-05-25,130.000000,130.160004,125.800003,126.470001,126.470001,4234900
2023-05-26,128.490005,128.490005,124.250000,126.239998,126.239998,3640800
2023-05-30,126.470001,129.240005,124.230003,128.889999,128.889999,2618500
2023-05-31,128.880005,130.449997,125.160004,127.709999,127.709999,3929500
2023-06-01,128.440002,129.089996,125.500000,128.520004,128.520004,1942200
2023-06-02,129.750000,131.649994,128.820007,130.509995,130.509995,2355900
2023-06-05,131.000000,134.585007,128.839996,128.899994,128.899994,3206100
2023-06-06,129.000000,129.149994,124.750000,126.900002,126.900002,2491400
2023-06-07,126.589996,127.089996,125.300003,125.610001,125.610001,3161400
2023-06-08,125.410004,125.410004,122.279999,124.940002,124.940002,2496600
2023-06-09,124.699997,125.625999,122.800003,123.260002,123.260002,2201900
2023-06-12,123.360001,123.879997,121.553001,123.519997,123.519997,2979100
2023-06-13,123.250000,128.839996,122.900002,127.980003,127.980003,3328100
2023-06-14,128.080002,128.619995,124.610001,126.050003,126.050003,2980200
2023-06-15,126.000000,130.190002,125.080002,129.979996,129.979996,3027800
2023-06-16,130.949997,133.164993,126.980003,128.729996,128.729996,5497900
2023-06-20,127.800003,128.199997,124.059998,124.230003,124.230003,2989700
2023-06-21,123.500000,124.160004,121.000000,121.070000,121.070000,2908100
2023-06-22,121.000000,121.320000,118.440002,120.480003,120.480003,3264800
2023-06-23,119.699997,120.120003,117.226997,118.500000,118.500000,3275400
2023-06-26,121.199997,122.949997,119.208000,120.410004,120.410004,3466100
2023-06-27,120.449997,120.889999,118.510002,120.669998,120.669998,2375300
2023-06-28,121.190002,123.224998,119.160004,123.000000,123.000000,2534300
2023-06-29,122.500000,122.977997,121.300003,122.110001,122.110001,1886100
2023-06-30,123.150002,123.610001,121.500000,121.500000,121.500000,2399900
2023-07-03,121.750000,122.940002,120.120003,121.730003,121.730003,1782000
2023-07-05,122.889999,128.979996,122.510002,123.540001,123.540001,5001200
2023-07-06,122.510002,123.269997,117.110001,118.290001,118.290001,4849400
2023-07-07,118.010002,120.139999,117.815002,118.870003,118.870003,2433400
2023-07-10,118.870003,123.599998,118.639999,123.089996,123.089996,3401800
2023-07-11,123.440002,124.500000,121.205002,122.129997,122.129997,2127300
2023-07-12,124.459999,127.379997,123.550003,125.919998,125.919998,2968600
2023-07-13,126.519997,128.059998,126.059998,126.610001,126.610001,2521400
2023-07-14,124.519997,124.882004,120.580002,121.349998,121.349998,4062900
2023-07-17,120.599998,122.839996,120.070000,122.599998,122.599998,2681800
2023-07-18,122.599998,125.489998,121.750000,122.610001,122.610001,2837300
2023-07-19,123.489998,126.779999,123.220001,125.169998,125.169998,3029000
2023-07-20,124.580002,127.480003,124.580002,124.769997,124.769997,2622400
2023-07-21,125.730003,127.220001,121.610001,126.430000,126.430000,7267000
2023-07-24,126.430000,126.459999,121.279999,123.010002,123.010002,4149600
2023-07-25,123.180000,125.360001,121.779999,121.870003,121.870003,2852300
2023-07-26,121.870003,121.949997,118.900002,120.650002,120.650002,2583600
2023-07-27,121.500000,122.139999,118.250000,118.510002,118.510002,2545200
2023-07-28,119.230003,120.230003,118.480003,118.660004,118.660004,2388000
2023-07-31,118.720001,119.035004,117.050003,117.660004,117.660004,3161500
2023-08-01,117.000000,117.045998,113.769997,113.940002,113.940002,4860200
2023-08-02,112.599998,114.120003,110.040001,110.220001,110.220001,4541000
2023-08-03,108.629997,114.769997,108.260002,109.949997,109.949997,6017100
2023-08-04,108.889999,111.680000,107.599998,108.190002,108.190002,4032400
2023-08-07,106.529999,106.529999,98.430000,101.199997,101.199997,10238900
2023-08-08,101.360001,101.824997,98.860001,99.739998,99.739998,4704100
2023-08-09,99.570000,102.849998,98.638000,101.820000,101.820000,3758500
2023-08-10,102.879997,104.169998,99.690002,100.279999,100.279999,3109600
2023-08-11,99.080002,102.019997,98.949997,101.489998,101.489998,2834200
2023-08-14,100.870003,100.870003,97.800003,100.000000,100.000000,3037900
2023-08-15,98.730003,98.930000,96.103996,96.410004,96.410004,3226500
2023-08-16,95.459999,99.739998,95.019997,98.919998,98.919998,5198600
2023-08-17,98.989998,106.580002,98.919998,106.239998,106.239998,7535400
2023-08-18,105.900002,107.260002,101.400002,101.620003,101.620003,4115100
2023-08-21,101.989998,112.320000,101.820000,111.080002,111.080002,7747300
2023-08-22,112.500000,116.879997,112.459999,116.239998,116.239998,7101600
2023-08-23,117.339996,117.680000,111.849998,115.459999,115.459999,3768000
2023-08-24,114.930000,115.370003,112.580002,112.650002,112.650002,2719200
2023-08-25,113.650002,114.699997,109.809998,111.930000,111.930000,2708000
2023-08-28,114.730003,116.949997,113.000000,113.830002,113.830002,2698800
2023-08-29,113.750000,116.440002,113.720001,115.989998,115.989998,2851400
2023-08-30,116.190002,118.070000,114.000000,116.620003,116.620003,3328500
2023-08-31,116.440002,116.599998,112.860001,113.070000,113.070000,3305400
2023-09-01,114.209999,114.720001,111.574997,112.559998,112.559998,2229100
2023-09-05,112.720001,112.778999,108.985001,109.360001,109.360001,2866700
2023-09-06,109.750000,109.750000,106.599998,108.239998,108.239998,2924800
2023-09-07,107.610001,110.120003,106.699997,108.349998,108.349998,2664100
2023-09-08,107.620003,109.470001,106.870003,107.639999,107.639999,2160000
2023-09-11,106.800003,107.250000,104.500000,105.800003,105.800003,3055400
2023-09-12,105.370003,106.175003,103.532997,105.239998,105.239998,2734300
2023-09-13,113.800003,114.879997,107.239998,108.589996,108.589996,9816700
2023-09-14,108.589996,114.330002,106.389999,112.809998,112.809998,5512600
2023-09-15,112.989998,115.250000,111.900002,114.589996,114.589996,6266000
2023-09-18,114.205002,114.300003,103.809998,104.139999,104.139999,7528900
2023-09-19,102.309998,107.790001,101.849998,106.739998,106.739998,4119300
2023-09-20,106.650002,106.660004,103.267998,103.529999,103.529999,2869100
2023-09-21,101.779999,103.593002,100.070000,100.230003,100.230003,3218100
2023-09-22,100.769997,100.980003,98.510002,99.989998,99.989998,2277200
2023-09-25,99.519997,99.800003,97.110001,98.169998,98.169998,2909000
2023-09-26,98.570000,99.621002,97.889999,98.120003,98.120003,2888400
2023-09-27,98.760002,100.330002,97.900002,99.440002,99.440002,2367400
2023-09-28,98.940002,101.029999,97.320000,100.269997,100.269997,2034500
2023-09-29,100.970001,104.739998,100.970001,103.290001,103.290001,4201200
2023-10-02,103.120003,104.059998,101.480003,103.309998,103.309998,2413400
2023-10-03,101.930000,103.680000,100.919998,103.080002,103.080002,2417800
2023-10-04,104.610001,104.816002,99.330002,104.260002,104.260002,3296600
2023-10-05,103.699997,104.358002,99.610001,102.970001,102.970001,2824100
2023-10-06,101.629997,104.970001,101.110001,103.879997,103.879997,2461700
2023-10-09,102.730003,102.769997,98.010002,101.839996,101.839996,3170700
2023-10-10,101.949997,104.842003,101.500000,104.430000,104.430000,2245300
2023-10-11,104.959999,105.941002,102.430000,102.760002,102.760002,2095400
2023-10-12,102.000000,102.809998,100.309998,100.779999,100.779999,2749200
2023-10-13,100.000000,100.589996,97.559998,98.300003,98.300003,3370900
2023-10-16,95.300003,96.650002,90.180000,91.940002,91.940002,9062600
2023-10-17,90.379997,91.690002,86.239998,86.330002,86.330002,8604500
2023-10-18,85.550003,87.550003,85.099998,86.010002,86.010002,4690800
2023-10-19,85.809998,86.889999,80.480003,82.370003,82.370003,6495600
2023-10-20,82.129997,82.449997,79.709999,80.400002,80.400002,5460100
2023-10-23,79.150002,80.815002,78.279999,78.639999,78.639999,4584200
2023-10-24,78.809998,81.624001,78.809998,79.760002,79.760002,3194800
2023-10-25,78.550003,78.820000,75.889999,76.760002,76.760002,3607800
2023-10-26,76.730003,77.220001,75.440002,75.980003,75.980003,3429800
2023-10-27,75.900002,76.559998,71.550003,71.910004,71.910004,5440800
2023-10-30,71.879997,74.400002,71.800003,74.070000,74.070000,4228400
2023-10-31,72.910004,76.150002,72.650002,75.959999,75.959999,3777300
2023-11-01,75.220001,77.000000,74.620003,76.199997,76.199997,4139000
2023-11-02,64.349998,73.300003,62.549999,71.230003,71.230003,16648600
2023-11-03,73.089996,79.250000,73.042999,77.529999,77.529999,8877300
2023-11-06,78.040001,79.056999,71.699997,72.070000,72.070000,6003000
2023-11-07,72.220001,73.720001,71.339996,73.660004,73.660004,4003500
2023-11-08,73.650002,73.669998,70.112000,71.339996,71.339996,4526100
2023-11-09,71.739998,71.800003,68.949997,69.510002,69.510002,3651300
2023-11-10,69.599998,70.279999,67.849998,70.050003,70.050003,3971900
2023-11-13,69.589996,70.260002,67.620003,70.209999,70.209999,3170100
2023-11-14,73.620003,74.750000,72.989998,74.099998,74.099998,4445500
2023-11-15,74.459999,78.300003,74.209999,76.349998,76.349998,3954900
2023-11-16,76.150002,76.620003,74.180000,76.550003,76.550003,3108900
2023-11-17,77.150002,77.419998,74.779999,76.440002,76.440002,3157500
2023-11-20,76.800003,79.800003,76.010002,78.959999,78.959999,3543800
2023-11-21,77.080002,77.669998,75.900002,77.139999,77.139999,2714000
2023-11-22,78.059998,78.669998,76.834999,78.169998,78.169998,2203500
2023-11-24,78.660004,81.120003,77.769997,78.519997,78.519997,2153000
2023-11-27,78.360001,78.360001,75.660004,77.720001,77.720001,2960100
2023-11-28,77.320000,78.250000,75.839996,78.180000,78.180000,2240000
2023-11-29,78.949997,80.889999,78.849998,79.010002,79.010002,2569800
2023-11-30,79.629997,80.199997,77.519997,77.699997,77.699997,3315000
2023-12-01,76.580002,80.260002,74.500000,79.830002,79.830002,3952300
2023-12-04,79.559998,80.730003,77.660004,79.870003,79.870003,3172000
2023-12-05,78.300003,79.719002,77.699997,78.279999,78.279999,2160100
2023-12-06,78.970001,84.120003,77.639999,80.599998,80.599998,4404700
2023-12-07,80.489998,80.529999,77.400002,79.949997,79.949997,3477600
2023-12-08,79.160004,81.820000,78.760002,80.320000,80.320000,2930900
2023-12-11,79.940002,82.559998,79.769997,82.000000,82.000000,3858600
2023-12-12,81.239998,81.389999,76.410004,78.040001,78.040001,5207900
2023-12-13,76.000000,78.720001,73.250000,78.599998,78.599998,7960500
2023-12-14,88.470001,94.930000,83.730003,85.870003,85.870003,22300200
2023-12-15,87.029999,89.529999,85.400002,86.010002,86.010002,12732200
2023-12-18,85.870003,86.800003,83.599998,85.419998,85.419998,5815300
2023-12-19,86.410004,89.294998,84.800003,89.089996,89.089996,5932000
2023-12-20,88.930000,90.180000,86.120003,86.190002,86.190002,4503400
2023-12-21,87.500000,92.385002,86.680000,91.160004,91.160004,5337100
2023-12-22,92.000000,96.489998,91.949997,94.889999,94.889999,6170000
2023-12-26,96.389999,97.769997,94.342003,97.330002,97.330002,3852800
2023-12-27,98.470001,100.980003,97.362999,100.730003,100.730003,5413100
2023-12-28,101.599998,102.949997,97.910004,98.790001,98.790001,4561900
2023-12-29,98.610001,100.800003,98.019997,99.449997,99.449997,5202900
